"AFT CORPORATION LIMITED","AFT","Technology Hardware & Equipment"
"AFT PHARMACEUTICALS LIMITED","AFP","Pharmaceuticals, Biotechnology & Life Sciences"
"AFTERPAY TOUCH GROUP LIMITED","APT","Software & Services"
"AGL ENERGY LIMITED.","AGL","Utilities"
"AGRICULTURAL LAND TRUST","AGJ","Real Estate"
"AGRIMIN LIMITED","AMN","Materials"
"AGUIA RESOURCES LIMITED","AGR","Materials"
"AHALIFE HOLDINGS LIMITED","AHL","Retailing"
"AIC RESOURCES LIMITED","A1C","Materials"
"AIMS PROPERTY SECURITIES FUND","APW","Real Estate"
"AINSWORTH GAME TECHNOLOGY LIMITED","AGI","Consumer Services"
"AIR NEW ZEALAND LIMITED","AIZ","Transportation"
"AIRXPANDERS INC.","AXP","Health Care Equipment & Services"
"AJ LUCAS GROUP LIMITED","AJL","Capital Goods"
"ALACER GOLD CORP.","AQG","Materials"
"ALARA RESOURCES LIMITED","AUQ","Materials"
"ALCHEMIA LIMITED","ACL","Pharmaceuticals, Biotechnology & Life Sciences"
"ALCHEMY RESOURCES LIMITED","ALY","Materials"
"ALCIDION GROUP LIMITED","ALC","Health Care Equipment & Services"
"ALDERAN RESOURCES LIMITED","AL8","Materials"
"ALDORO RESOURCES LIMITED","ARN","Materials"
"ALE PROPERTY GROUP","LEP","Real Estate"
"ALEXIUM INTERNATIONAL GROUP LIMITED","AJX","Materials"
"ALICANTO MINERALS LIMITED","AQI","Materials"
"ALICE QUEEN LIMITED","AQX","Energy"
"ALKANE RESOURCES LIMITED","ALK","Materials"
"ALLEGIANCE COAL LIMITED","AHQ","Materials"
"ALLEGRA ORTHOPAEDICS LIMITED","AMT","Health Care Equipment & Services"
"ALLIANCE AVIATION SERVICES LIMITED","AQZ","Transportation"
"ALLIANCE MINERAL ASSETS LIMITED","A40","Materials"
"ALLIANCE RESOURCES LIMITED","AGS","Materials"
"ALLIGATOR ENERGY LIMITED","AGE","Energy"
"ALLOY RESOURCES LIMITED","AYR","Materials"
"ALPHA HPA LIMITED","A4N","Materials"
"ALS LIMITED","ALQ","Commercial & Professional Services"
"ALT RESOURCES LIMITED","ARS","Materials"
"ALTA ZINC LIMITED","AZI","Materials"
"ALTECH CHEMICALS LTD","ATC","Materials"
"ALTERNATIVE INVESTMENT TRUST","AIQ","Not Applic"
"ALTERRA LIMITED","1AG","Commercial & Professional Services"
